HIGHDEG,TUITFTE,SATVR25,SATVR75,SATMT25,SATMT75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,COSTT4_A,NPT4_PRIV,UGDS,UGDS_MEN,UGDS_WOMEN,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,MARRIED,DEPENDENT,FIRST_GEN,PCTFLOAN,PCTPELL,COSTT4_A.1,C100_4,C150_4,GT_25K_P10,Earning
-0.344062123,-0.21615551,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-0.654659953,-0.616693747,-0.497958947,0.2846076,-0.269189246,1.302975135,-0.511779464,-0.489510313,-0.461839505,-0.157619265,-0.131017273,-0.830627557,-0.511208751,-0.659603438,-1.497648371,0.801425799,-2.024402167,-0.17496269,0.252125835,-0.654659953,0.030227276,-0.003807844,0.405727411,0.047038602
0.673814249,-0.069128973,1.118455237,1.192421448,1.048830823,1.166385457,1.350843425,1.442460869,1.191563852,1.27367006,-0.219332273,0.665725427,0.913634291,0.087063662,-0.072531868,0.920548294,-0.487207162,-0.452353074,-0.429516119,-0.054039642,-0.12343979,-0.248798608,0.320661363,-0.599658285,0.522728581,0.70653193,0.250266939,0.006698051,-0.587506362,-0.219332273,0.613198891,0.645723007,0.491574351,0.303063195
0.673814249,-0.08637017,1.366458485,1.361706309,1.334524293,1.334026404,1.632285864,1.369454249,1.573349685,1.423513596,1.245744166,0.557974245,-0.121817799,0.096359847,-0.081786333,0.724487209,-0.440519789,-0.36356175,0.286006105,0.08455281,-0.100707341,-0.584886138,0.019108447,-0.595376489,-1.497648371,0.897895971,0.092225413,-0.27753539,-0.910163296,1.245744166,0.965874171,0.796227725,0.613567371,0.428829662
-2.379814868,-0.343328547,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-1.708759169,-1.938632282,-0.530695339,-1.362211628,1.370239201,0.94101621,0.125626043,-0.60098203,-0.547055705,-0.157619265,-0.131017273,-0.830627557,-0.511208751,-0.659603438,0.977621648,-0.073509842,-2.024402167,0.170399935,0.855598903,-1.708759169,-1.616212698,-1.798287174,-2.104919057,-1.655345273
0.673814249,-0.12659963,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,0.246981785,0.078126555,0.015675049,0.01269418,0.001503851,0.676010568,-0.557975391,-0.315788157,-0.369277082,0.102059225,-0.131017273,0.394465696,0.26477009,-0.225714716,0.788063295,0.324254217,0.382209864,-0.151823395,-0.430603364,0.246981785,0.749261885,0.616253552,0.618085631,0.783670764
-0.344062123,-0.120299371,1.077121362,1.090850532,1.130457529,1.099329078,1.257029279,1.369454249,1.191563852,1.27367006,0.122361433,0.020277839,-0.078278397,0.230689725,-0.21551335,0.966152246,-0.294068871,-0.408439973,-0.416292916,-0.056957378,-0.104496083,-0.830627557,-0.225253399,-0.659603438,-1.497648371,0.878710616,0.268611045,-0.026111399,-0.49618077,0.122361433,0.727802807,0.579867796,0.456934358,0.226704983
-0.344062123,-0.11956178,0.994453612,0.955422644,1.089644176,0.99874451,1.069400986,1.150434389,1.096117394,1.123826523,0.284210427,-0.348428269,-0.365376558,0.19629384,-0.18127183,0.351037524,-0.401695552,0.117069549,-0.522078543,-0.056957378,-0.131017273,0.546247161,0.298564813,-0.462640794,-1.497648371,0.823864461,0.537831219,-0.189813283,0.046542676,0.284210427,0.512901027,0.422296423,0.488562178,0.06500524
-0.344062123,-0.227280846,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-0.299356984,-0.509366366,-0.369632289,-0.337307197,0.349934452,-2.040476806,3.753972116,-0.584092376,-0.469185729,-0.131359642,-0.062819927,-0.125927898,0.271269075,-0.659603438,0.448169554,0.495559024,0.589792686,1.092172782,1.228142944,-0.299356984,0.305307774,0.285173243,0.134631812,-0.40212735
-1.361938496,-0.298335477,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-0.684915255,-0.640320604,-0.422665245,-0.568782212,0.580370627,-2.041554065,4.134351347,-0.52908036,-0.547055705,-0.157619265,-0.131017273,-0.830627557,-0.511208751,-0.659603438,0.543669246,-0.417197072,0.832882499,1.21684869,1.949896735,-0.684915255,-1.616212698,-1.798287174,-2.104919057,-1.655345273
-0.344062123,-0.245905027,0.705116489,0.718423839,0.967204117,0.931688131,1.069400986,1.004421149,0.905224477,0.973982987,-0.406206563,-0.535853874,-0.388292033,0.151207341,-0.136387676,0.994160972,-0.237061131,-0.487097505,-0.547055705,-0.014650209,-0.131017273,-0.830627557,-0.255148731,-0.575394771,0.477330038,0.754126478,0.472434441,0.180070089,0.233619327,-0.406206563,0.384613061,0.315093762,0.401209151,-0.110169481
-1.361938496,0.273605128,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,1.193894001,2.25412829,-0.462931007,-0.106761802,0.120423724,-0.571814102,-0.278834044,-0.135792701,-0.389846509,-0.001520397,0.005377419,3.9432609,2.645998291,-0.558267585,-1.497648371,0.674072711,0.306540587,0.173162836,0.368394979,1.193894001,-1.616212698,-1.798287174,0.229515272,-0.069744545
0.673814249,0.317522544,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-1.708759169,-1.938632282,-0.554592906,-1.999000322,-2.62306238,-2.059508377,-0.682311238,-0.60098203,-0.547055705,-0.157619265,-0.131017273,-0.830627557,-0.511208751,-0.659603438,-1.497648371,-2.185071141,-2.024402167,-5.355402072,-5.682026007,-1.708759169,-1.616212698,-1.798287174,-2.104919057,-1.655345273
0.673814249,0.47570515,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,1.538287066,2.63374725,0.039245252,0.345497614,-0.329805991,-1.340976819,-0.625303498,-0.071612015,4.57179323,-0.125524171,-0.005988805,0.745008603,2.993044104,-0.494040636,0.449441479,0.47831621,0.236315084,-0.199483437,-0.210939167,1.538287066,0.426131712,0.715036369,0.493080438,1.075628633
0.673814249,0.114039538,1.159789111,0.955422644,1.130457529,0.931688131,1.257029279,1.004421149,1.28701031,1.048904755,0.848488678,1.194839881,1.382746794,-0.355899568,0.368443382,-0.366775861,-0.462143415,0.660433848,0.792895567,-0.129900774,0.228913164,1.836389613,-0.262947514,-0.275669009,0.720420235,0.248901933,0.473411677,-0.115560319,-0.492962247,0.848488678,0.666380084,0.715036369,0.565372597,0.738754169
0.673814249,-0.315945469,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-0.927857456,-0.93401409,-0.469150922,1.010639673,-0.991962951,-1.660563569,0.033234188,0.490089623,6.433326411,-0.157619265,-0.131017273,-0.830627557,-0.36173209,-0.221432919,-1.497648371,0.392477446,0.80059011,-1.184112282,-0.175937729,-0.927857456,0.586763795,0.83291419,-2.104919057,-1.655345273
0.673814249,0.19772542,1.159789111,1.226278421,1.130457529,1.199913647,1.257029279,1.369454249,1.28701031,1.27367006,0.887291946,1.36457183,0.874023257,-0.26619138,0.279137796,-0.204827969,-0.579599017,0.281623035,1.822836182,-0.137195114,-0.01735503,1.511143617,-0.160263547,-0.342750489,0.395938311,0.819914645,0.208995609,0.231183757,-0.407671387,0.887291946,0.729202312,0.741348382,0.459946531,0.44230464
0.673814249,0.093018186,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-1.708759169,-1.938632282,-0.520547058,-0.389830644,0.402222178,-0.471269956,0.026353944,0.466444107,0.018603549,-0.017567944,-0.131017273,1.948418789,-0.386428234,0.163928775,-1.497648371,-0.452672806,0.520842498,0.722980136,0.37965981,-1.708759169,-1.616212698,-1.798287174,-2.104919057,-1.655345273
0.673814249,0.120247599,0.870451988,0.989279616,0.844764059,0.965216321,0.97558684,1.004421149,0.905224477,1.048904755,0.513937022,1.008261877,1.551993942,-0.292220699,0.305050298,-0.59874557,-0.301932007,0.955278952,0.158181807,-0.06279285,0.27058932,1.026888466,-0.246050152,0.145374323,0.619003505,0.410231718,0.564105317,0.761315387,0.254539727,0.513937022,0.561572704,0.537918928,0.461452618,0.312046514
0.673814249,0.385258014,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,1.406693374,1.239656744,-0.059618653,-0.22807702,0.24119449,-1.012053827,-0.490647285,0.049993494,1.833120895,-0.109476624,0.319842959,-0.830627557,3.030738219,0.549290469,0.446951514,0.573864991,0.264623196,-0.080678694,-0.316748111,1.406693374,0.385701565,0.520928885,0.295783085,0.388404726
0.673814249,0.055954222,2.151802105,1.835703918,2.27323141,1.803421056,2.476613181,1.807493968,2.623260725,1.947965974,1.595479709,0.742857049,-0.232794169,0.956256989,-0.937824331,-1.058735038,-0.607119995,-0.011774384,5.895582809,-0.143030586,-0.131017273,1.229263753,0.626113671,-0.659603438,-1.497648371,-2.185071141,-2.024402167,-1.106405691,-1.205865099,1.595479709,1.256660226,1.081449953,0.709956917,2.400668191
0.673814249,0.124796078,1.201122986,1.158564476,1.171270882,1.132857268,1.257029279,1.223441009,1.28701031,1.27367006,1.12702866,1.01938663,0.361698716,0.06335839,-0.048932983,-0.228886747,-0.470006551,0.628102225,0.418238139,0.008691678,0.084940989,0.152338121,0.041204997,-0.092979021,0.455874632,0.678029863,0.367851083,0.089239718,-0.563769754,1.12702866,0.845361233,0.694137112,0.600012591,0.837570678
0.673814249,0.089176564,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-0.017892698,-0.023161674,-0.47733502,-0.08863424,0.102377517,-1.283523021,-0.140737708,0.973616291,-0.235575804,-0.157619265,-0.131017273,0.087288921,2.683692406,0.126819871,0.712021246,-0.532234804,0.506297912,-1.351958518,-1.163219669,-0.017892698,-1.616212698,-1.798287174,0.610555197,1.066645314
-0.344062123,-0.153091452,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-0.336248207,0.006716235,-0.549355083,1.48706917,-1.466254274,-0.488506095,-0.068003695,0.907022797,-0.547055705,0.754173187,-0.131017273,1.428025195,-0.511208751,-0.659603438,-1.497648371,-2.185071141,-2.024402167,-0.453324967,0.417477456,-0.336248207,-1.616212698,-0.294743537,-2.104919057,-1.655345273
0.673814249,0.453116415,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,1.536375021,2.773919141,-0.244906634,-0.013799948,0.027879075,-0.632140589,-0.339281906,0.05192374,1.348270107,-0.096346812,0.19102575,1.88336959,0.724898247,0.562135858,-1.497648371,0.689484056,0.164511058,0.163492683,-0.361002803,1.536375021,0.939128074,0.760443387,0.276203958,0.415354683
-1.361938496,-0.199867035,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-1.708759169,0.169773332,-0.408588596,-0.758889201,0.769624433,-1.270595917,0.022913822,1.757778801,1.462871202,-0.157619265,-0.047664961,-0.588499982,-0.511208751,-0.628203596,0.657130604,-0.067132383,0.738106861,0.612809458,1.439358518,-1.708759169,-1.616212698,-1.798287174,0.600012591,0.586037745
-2.379814868,-0.273380303,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-1.708759169,-0.472071955,-0.471769833,1.858916582,-1.836432868,-1.264850537,0.055840706,2.183880645,-0.430985364,-0.042368699,1.066225022,-0.686073781,-0.511208751,-0.659603438,0.757345111,-0.201179589,1.021758478,-0.547263601,0.742548282,-1.708759169,-1.616212698,-1.798287174,0.038242265,-0.536877135
-2.379814868,-0.268124965,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-1.708759169,-0.7968088,-0.447544903,0.332018145,-0.316387017,-1.872783534,-0.577141787,3.61950124,-0.097466791,-0.112394359,0.100095955,-0.38973854,-0.511208751,-0.659603438,0.757345111,-0.201179589,1.021758478,-0.513763426,0.589668438,-1.708759169,-1.616212698,-1.798287174,0.038242265,-0.536877135
-2.379814868,-0.078379598,-0.869704138,-0.876239547,-0.873478098,-0.882186916,-0.806881939,-0.820744348,-0.81281177,-0.82413945,-1.708759169,-0.928928488,-0.469478286,1.272327289,-1.252476136,-2.01821346,-0.682311238,4.15031894,-0.547055705,-0.157619265,0.012954902,-0.830627557,-0.511208751,-0.659603438,0.757345111,-0.201179589,1.021758478,-1.650351826,-0.388762564,-1.708759169,-1.616212698,-1.798287174,0.038242265,-0.536877135
